target_id,rank,sep,simbad_identifier,ra,pm_ra,dec,pm_dec,ra_d,dec_d,plx,rv,z,magB,magV,sp_type
27129,4,0.05,* alf Vir,13:25:11.57937,-42.35,-11:09:40.7501,-30.67,201.29824736,-11.16131949,13.06,1.0,0.000003,0.74,0.97,B1III-IV+...
27129,5,0.45,IRAS 13225-1054,13:25:11.55,~,-11:09:40.9,~,201.29812,-11.16136,~,~,~,~,~,~
27129,6,0.85,PMSC 13199-1038,13:25:11.6,~,-11:09:40,~,201.2983,-11.1611,~,~,~,~,~,~
27140,2,0.6,HD 16355,02:37:08.62562,44.47,-11:11:51.1625,27.34,039.28594006,-11.19754513,15.12,22.00,0.000073,~,~,G1V
27140,3,0.66,HD 16355A,02:37:08.627,47.7,-11:11:51.23,26.0,039.285946,-11.197564,~,~,~,9.05,8.46,~
27140,4,0.71,** TOK 232,02:37:08.6,~,-11:11:51,~,039.2858,-11.1975,~,~,~,~,~,~
27141,2,0.17,HD 16355A,02:37:08.627,47.7,-11:11:51.23,26.0,039.285946,-11.197564,~,~,~,9.05,8.46,~
27141,3,0.31,** TOK 232,02:37:08.6,~,-11:11:51,~,039.2858,-11.1975,~,~,~,~,~,~
27141,4,0.33,HD 16355B,02:37:08.633,47.7,-11:11:50.83,26.0,039.285971,-11.197453,~,~,~,9.68,9.11,~
27142,2,0.11,HD 16355A,02:37:08.627,47.7,-11:11:51.23,26.0,039.285946,-11.197564,~,~,~,9.05,8.46,~
27142,3,0.36,** TOK 232,02:37:08.6,~,-11:11:51,~,039.2858,-11.1975,~,~,~,~,~,~
27142,4,0.42,HD 16355B,02:37:08.633,47.7,-11:11:50.83,26.0,039.285971,-11.197453,~,~,~,9.68,9.11,~
27144,2,0.12,HD 50255,06:52:02.38198,-57.75,-11:12:16.2319,11.08,103.00992492,-11.20450887,33.60,14.00,0.000047,8.12,7.43,G4.5V
27156,2,0.06,IDS 00265-1150,00:31:31.77328,90.97,-11:16:23.8412,-19.94,007.88238866,-11.27328923,13.99,~,~,9.4,8.7,G3V
27156,3,1.3,BD-12 84B,00:31:31.7,~,-11:16:23,~,007.8821,-11.2731,~,~,~,~,10.9,~
27156,4,5.83,UCAC4 394-000602,00:31:32.112,91.2,-11:16:26.75,-19.3,007.883800,-11.274097,~,18.19,0.000061,11.71,10.38,~
27157,2,0.3,** TOK 333,19:32:06.7,~,-11:16:30,~,293.0279,-11.2750,~,~,~,~,~,~
27161,2,4.21,GN 07.04.3,07:06:41.0,~,-11:17:36,~,106.6708,-11.2933,~,~,~,~,~,~
27163,2,0.2,HD 52721A,07:01:49.507,-3.2,-11:18:03.49,3.3,105.456279,-11.300969,~,~,~,6.677,6.647,~
27163,3,0.64,HD 52721B,07:01:49.498,-3.2,-11:18:03.91,3.3,105.456242,-11.301086,~,~,~,7.75,7.69,~
27168,2,0.08,** STF 147A,01:41:44.825,42.7,-11:19:28.84,-417.0,025.436771,-11.324678,~,~,~,6.56,6.14,F5V
27168,3,0.98,** STF 147B,01:41:44.896,42.7,-11:19:28.94,-417.0,025.437067,-11.324706,~,~,~,7.74,7.17,F7V
27169,2,0.22,** STF 147A,01:41:44.825,42.7,-11:19:28.84,-417.0,025.436771,-11.324678,~,~,~,6.56,6.14,F5V
27169,3,0.84,** STF 147B,01:41:44.896,42.7,-11:19:28.94,-417.0,025.437067,-11.324706,~,~,~,7.74,7.17,F7V
27170,2,0.7,HD 10453,01:41:44.83264,57.89,-11:19:28.8186,-413.00,025.43680265,-11.32467182,25.35,-10.90,-0.000036,6.18,5.74,F5V
27170,3,0.81,** STF 147A,01:41:44.825,42.7,-11:19:28.84,-417.0,025.436771,-11.324678,~,~,~,6.56,6.14,F5V
27187,2,3.68,NAME * ksi Sco AB,16:04:22.198,~,-11:22:22.25,~,241.092492,-11.372847,~,~,~,~,~,F4(V)+F6(V)
27187,3,3.69,* ksi Sco B,16:04:22.148,-71.5,-11:22:22.98,-34.5,241.092283,-11.373050,~,-29.4,-0.000098,5.35,4.87,F5V
27187,4,3.82,* ksi Sco A,16:04:22.115,-71.5,-11:22:23.42,-34.5,241.092146,-11.373172,36   ,~,~,5.64,5.16,F4(V)
27187,5,3.83,* ksi Sco,16:04:22.191,-63.2,-11:22:22.60,-27.0,241.092462,-11.372944,~,-36.33,-0.000121,4.64,4.17,F4(V)+F6(V)+G1V
27187,6,6.37,* ksi Sco C,16:04:22.402,-67,-11:22:17.63,-16,241.093342,-11.371564,~,-31.5,-0.000105,8.05,7.30,G1V
27188,2,7.74,* ksi Sco A,16:04:22.115,-71.5,-11:22:23.42,-34.5,241.092146,-11.373172,36   ,~,~,5.64,5.16,F4(V)
27188,3,8.31,* ksi Sco B,16:04:22.148,-71.5,-11:22:22.98,-34.5,241.092283,-11.373050,~,-29.4,-0.000098,5.35,4.87,F5V
27188,4,9.02,* ksi Sco,16:04:22.191,-63.2,-11:22:22.60,-27.0,241.092462,-11.372944,~,-36.33,-0.000121,4.64,4.17,F4(V)+F6(V)+G1V
27188,5,9.21,NAME * ksi Sco AB,16:04:22.198,~,-11:22:22.25,~,241.092492,-11.372847,~,~,~,~,~,F4(V)+F6(V)
27189,2,7.74,* ksi Sco A,16:04:22.115,-71.5,-11:22:23.42,-34.5,241.092146,-11.373172,36   ,~,~,5.64,5.16,F4(V)
27189,3,8.31,* ksi Sco B,16:04:22.148,-71.5,-11:22:22.98,-34.5,241.092283,-11.373050,~,-29.4,-0.000098,5.35,4.87,F5V
27189,4,9.02,* ksi Sco,16:04:22.191,-63.2,-11:22:22.60,-27.0,241.092462,-11.372944,~,-36.33,-0.000121,4.64,4.17,F4(V)+F6(V)+G1V
27189,5,9.21,NAME * ksi Sco AB,16:04:22.198,~,-11:22:22.25,~,241.092492,-11.372847,~,~,~,~,~,F4(V)+F6(V)
27190,2,7.76,* ksi Sco A,16:04:22.115,-71.5,-11:22:23.42,-34.5,241.092146,-11.373172,36   ,~,~,5.64,5.16,F4(V)
27190,3,8.33,* ksi Sco B,16:04:22.148,-71.5,-11:22:22.98,-34.5,241.092283,-11.373050,~,-29.4,-0.000098,5.35,4.87,F5V
27190,4,9.04,* ksi Sco,16:04:22.191,-63.2,-11:22:22.60,-27.0,241.092462,-11.372944,~,-36.33,-0.000121,4.64,4.17,F4(V)+F6(V)+G1V
27190,5,9.24,NAME * ksi Sco AB,16:04:22.198,~,-11:22:22.25,~,241.092492,-11.372847,~,~,~,~,~,F4(V)+F6(V)
27205,2,0.62,** STF 1999AB,16:04:25.96,~,-11:26:57.6,~,241.10817,-11.44933,~,~,~,~,~,~
27207,2,9.97,1RXS J160426.8-112709,16:04:26.80,~,-11:27:09.5,~,241.11167,-11.45264,~,~,~,~,~,~
27209,2,0.43,PMSC 06580-1119,07:02:42.6,~,-11:27:12,~,105.6775,-11.4533,~,~,~,~,~,~
27209,3,5.75,GN 07.00.3,07:02:43.0,~,-11:27:12,~,105.6792,-11.4533,~,~,~,~,~,~
27210,2,2.64,1RXS J212130.3-112727,21:21:30.30,~,-11:27:27.5,~,320.37625,-11.45764,~,~,~,~,~,~
27226,2,0.62,[VR2001] B,07:03:43.2,~,-11:33:06,~,105.9300,-11.5517,~,~,~,~,~,~
27226,3,0.62,[VR2001] A,07:03:43.2,~,-11:33:06,~,105.9300,-11.5517,~,~,~,~,~,~
27226,4,0.8,[VR2001] E,07:03:43.16,~,-11:33:05.4,~,105.92983,-11.55150,~,~,~,~,~,~
27226,5,0.9,HH 160,07:03:43.1,~,-11:33:06,~,105.9296,-11.5517,~,~,~,~,~,~
27226,6,1.24,JCMTSF J070343.2-113308,07:03:43.11,~,-11:33:07.2,~,105.92963,-11.55200,~,~,~,~,~,~
27226,7,1.36,[VR2001] D,07:03:43.25,~,-11:33:05.9,~,105.93021,-11.55164,~,~,~,~,~,~
27226,8,2.36,GN 07.01.4,07:03:43.0,~,-11:33:06,~,105.9292,-11.5517,~,~,~,~,~,~
27228,2,0.24,HD 59067,07:27:51.661,-5.9,-11:33:24.94,-2.4,111.965254,-11.556928,~,~,~,6.554,5.924,G2V
27228,3,0.81,HD 59068,07:27:51.670,-5.9,-11:33:25.50,-2.4,111.965292,-11.557083,~,~,~,7.24,7.37,B2V
27241,2,0.0,HD 109271b,12:33:35.56,~,-11:37:18.7,~,188.39817,-11.62186,~,~,~,~,~,~
27241,3,0.08,HD 109271,12:33:35.55451,-170.15,-11:37:18.7246,81.43,188.39814377,-11.62186794,16.21,-5.10,-0.000017,8.71,8.05,G3/5V
27245,2,0.08,BD-11 4672,18:33:28.83271,-286.96,-11:38:09.7315,-236.79,278.37013627,-11.63603652,36.65,-87.33,-0.000291,11.21,9.99,K7V
27285,2,7.86,HD 105590B,12:09:28.979,295,-11:51:23.77,-167,182.370746,-11.856603,~,~,~,10.14,9.08,K5
27286,2,0.06,HD 105590A,12:09:28.536,320.8,-11:51:25.41,-160.8,182.368900,-11.857058,~,-0.27,-0.000001,7.59,6.84,G4
27286,3,6.65,HD 105590B,12:09:28.979,295,-11:51:23.77,-167,182.370746,-11.856603,~,~,~,10.14,9.08,K5
27290,2,0.16,* eps Cet A,02:39:33.819,142,-11:52:19.77,-238,039.890912,-11.872158,~,~,~,6.0,5.5,F5V
27290,3,0.16,* eps Cet B,02:39:33.819,142,-11:52:19.77,-238,039.890912,-11.872158,~,~,~,6.2,5.7,F5V
27298,2,0.15,** WNO 57,22:05:51.29,~,-11:54:51.0,~,331.46371,-11.91417,~,~,~,~,~,~
27301,2,0.06,HD 168746b,18:21:49.7832,~,-11:55:21.660,~,275.4574300,-11.9226833,~,~,~,~,~,~
27303,2,4.45,1RXS J221326.5-115530,22:13:26.498,~,-11:55:30.00,~,333.360408,-11.925000,~,~,~,~,~,~
27308,2,0.04,HD 28437,04:28:39.18727,2.41,-11:57:30.5866,5.23,067.16328028,-11.95849628,4.92,26.73,0.000089,8.40,7.64,G2/3V
27314,2,9.65,1RXS J050512.5-120024,05:05:12.499,~,-12:00:24.01,~,076.302079,-12.006669,~,~,~,~,~,~
27321,2,0.13,HD 56593B,07:17:06.976,31.7,-12:02:01.98,-54.5,109.279067,-12.033883,~,~,~,7.41,6.96,~
27321,3,0.58,** STF 1064,07:17:06.96,~,-12:02:01.6,~,109.27900,-12.03378,~,~,~,~,~,~
27321,4,0.59,HD 56593A,07:17:06.962,31.7,-12:02:01.57,-54.5,109.279008,-12.033769,~,~,~,9.14,8.61,~
27329,2,1.6,CMC 412055,17:29:01.907,~,-12:02:30.33,~,262.257946,-12.041758,~,~,~,~,~,G5
27347,2,0.03,HD 103774,11:56:55.58936,-125.50,-12:06:28.4733,-19.95,179.23162235,-12.10790926,18.03,-3.50,-0.000012,7.61,7.12,F6V
27350,2,0.11,HD 82943b,09:34:50.7361,~,-12:07:46.365,~,143.7114004,-12.1295458,~,~,~,~,~,~
27350,3,0.11,HD 82943c,09:34:50.7361,~,-12:07:46.365,~,143.7114004,-12.1295458,~,~,~,~,~,~
27350,4,0.12,HD 82943,09:34:50.73655,3.00,-12:07:46.3733,-175.01,143.71140230,-12.12954813,36.40,10.30,0.000034,7.17,6.53,F9VFe+0.5
27353,2,0.07,1RXS J090032.9-120827,09:00:32.923,~,-12:08:26.45,~,135.137179,-12.140681,~,~,~,7.7,~,~
27369,2,1.46,* 5 Pup,07:47:56.71834,-106.86,-12:11:33.7401,77.10,116.98632642,-12.19270558,34.97,27.20,0.000091,6.051,5.627,F5.5V
27369,3,1.63,* 5 Pup A,07:47:56.713,-116.3,-12:11:33.92,57.3,116.986304,-12.192756,~,~,~,6.20,5.73,~
27370,2,0.34,* 5 Pup A,07:47:56.713,-116.3,-12:11:33.92,57.3,116.986304,-12.192756,~,~,~,6.20,5.73,~
27370,3,1.32,* 5 Pup B,07:47:56.703,-116.3,-12:11:32.30,57.3,116.986262,-12.192306,~,25.0,0.000083,8.04,7.32,~
27371,2,0.24,* 5 Pup A,07:47:56.713,-116.3,-12:11:33.92,57.3,116.986304,-12.192756,~,~,~,6.20,5.73,~
27371,3,1.42,* 5 Pup B,07:47:56.703,-116.3,-12:11:32.30,57.3,116.986262,-12.192306,~,25.0,0.000083,8.04,7.32,~
27388,2,4.84,1RXS J013137.1-121532,01:31:37.099,~,-12:15:32.51,~,022.904579,-12.259031,~,~,~,~,~,~
27397,2,0.68,CMC 303472,04:43:47.796,~,-12:17:40.18,~,070.949150,-12.294494,~,~,~,~,~,G5
27412,2,0.99,TYC 5513-100-2,11:36:49.882,6.6,-12:21:03.17,-46.0,174.207842,-12.350881,~,~,~,10.47,9.64,~
27415,2,0.23,1RXS J112709.5-122113,11:27:09.533,~,-12:21:24.18,~,171.789721,-12.356717,~,~,~,6.4,~,~
27415,3,0.76,IRAS 11246-1204,11:27:09.47,~,-12:21:24.1,~,171.78946,-12.35669,~,~,~,~,~,~
27418,2,0.18,HD 16031c,02:34:11.05,~,-12:23:03.5,~,038.54604,-12.38431,~,~,~,~,~,~
27418,3,0.18,HD 16031b,02:34:11.05,~,-12:23:03.5,~,038.54604,-12.38431,~,~,~,~,~,~
27419,2,1.24,1RXS J165005.1-122315,16:50:05.10,~,-12:23:15.5,~,252.52125,-12.38764,~,~,~,~,~,~
27423,2,0.18,G 156-77,23:02:24.607,17.6,-12:23:29.83,211.0,345.602529,-12.391619,~,~,~,13.2,~,M:
27435,2,0.59,ADS 7131,09:00:05.14,~,-12:27:39.4,~,135.02142,-12.46094,~,~,~,~,~,~
27450,2,0.59,* alf Cap,20:18:03.22,~,-12:32:41.4,~,304.51342,-12.54483,~,~,~,~,~,~
27454,2,0.94,LP 714-58,04:16:41.732,-76.82,-12:33:23.35,209.07,064.173883,-12.556486,46.82,30.80,0.000103,12.434,10.901,M1.5+V
27454,3,2.49,LP 714-58 B,04:16:41.840,-75.0,-12:33:23.03,211.2,064.174333,-12.556397,~,~,~,~,12.39,~
27466,2,8.43,1RXS J141146.2-123634,14:11:46.200,~,-12:36:33.98,~,212.942500,-12.609439,~,~,~,~,~,~
27467,2,1.49,PMSC 22343-1308,22:39:34.5,~,-12:36:53,~,339.8937,-12.6147,~,~,~,~,~,~
27467,3,3.29,V* NV Aqr,22:39:34.62597,227.12,-12:36:54.6093,-146.54,339.89427485,-12.61516925,26.90,-12.90,-0.000043,8.54,7.76,G9Vk:
27467,4,3.37,CCDM J22395-1237A,22:39:34.63,~,-12:36:54.7,~,339.89429,-12.61519,~,~,~,~,8.63,K0V:
27468,2,1.51,GJ 867.1 B,22:39:34.413,227,-12:36:53.69,-164,339.893387,-12.614914,~,-13.43,-0.000045,~,8.6,G9Vk:
27468,3,1.75,V* NV Aqr,22:39:34.62597,227.12,-12:36:54.6093,-146.54,339.89427485,-12.61516925,26.90,-12.90,-0.000043,8.54,7.76,G9Vk:
27468,4,1.83,CCDM J22395-1237A,22:39:34.63,~,-12:36:54.7,~,339.89429,-12.61519,~,~,~,~,8.63,K0V:
27469,2,0.15,CCDM J22395-1237A,22:39:34.63,~,-12:36:54.7,~,339.89429,-12.61519,~,~,~,~,8.63,K0V:
27469,3,2.44,PMSC 22343-1308,22:39:34.5,~,-12:36:53,~,339.8937,-12.6147,~,~,~,~,~,~
27469,4,3.19,GJ 867.1 B,22:39:34.413,227,-12:36:53.69,-164,339.893387,-12.614914,~,-13.43,-0.000045,~,8.6,G9Vk:
27470,2,0.07,HD 22968,03:40:51.65439,107.70,-12:36:56.8253,41.54,055.21522663,-12.61578481,11.79,~,~,8.00,7.58,F3/5IV/V
27471,2,2.44,** BUP 506AB,20:12:25.76,~,-12:37:01.3,~,303.10733,-12.61703,~,~,~,~,~,F7V
27473,2,4.39,** BVD 139ABC,21:39:39.0,~,-12:37:18,~,324.9125,-12.6217,~,~,~,~,~,~
27475,2,0.09,HD 69830b,08:18:23.9473,~,-12:37:55.824,~,124.5997804,-12.6321733,~,~,~,~,~,~
27475,3,0.09,HD 69830d,08:18:23.9473,~,-12:37:55.824,~,124.5997804,-12.6321733,~,~,~,~,~,~
27475,4,0.1,HD 69830,08:18:23.94706,278.99,-12:37:55.8116,-987.59,124.59977944,-12.63216989,80.04,32.20,0.000107,6.74,5.95,G8+V
27485,2,0.1,Wolf 1061d,16:30:18.05,~,-12:39:45.3,~,247.57521,-12.66258,~,~,~,~,~,~
27485,3,0.1,Wolf 1061c,16:30:18.05,~,-12:39:45.3,~,247.57521,-12.66258,~,~,~,~,~,~
27485,4,0.14,BD-12 4523,16:30:18.05803,-94.81,-12:39:45.3232,-1183.43,247.57524180,-12.66258979,232.98,-21.22,-0.000071,11.638,10.072,M3V
27496,2,0.13,HD 196310,20:36:55.06905,18.79,-12:44:13.7137,-34.41,309.22945439,-12.73714270,10.99,-32.00,-0.000107,8.28,7.95,F2IV/V
27496,3,9.15,HD 196310B,20:36:54.890,9.4,-12:44:22.51,-27.1,309.228708,-12.739586,~,-20,-0.000067,9.67,9.11,F5V:
27497,2,9.26,HD 196310,20:36:55.06905,18.79,-12:44:13.7137,-34.41,309.22945439,-12.73714270,10.99,-32.00,-0.000107,8.28,7.95,F2IV/V
27497,3,9.27,HD 196310A,20:36:55.066,14.2,-12:44:13.70,-32.4,309.229442,-12.737139,~,~,~,8.36,7.99,~
27499,2,0.18,ADS 9924 A,16:07:36.42,~,-12:44:43.4,~,241.90175,-12.74539,~,~,~,~,~,B9n
27500,2,0.1,ADS 9924 A,16:07:36.42,~,-12:44:43.4,~,241.90175,-12.74539,~,~,~,~,~,B9n
27501,2,3.44,ADS 9924 A,16:07:36.42,~,-12:44:43.4,~,241.90175,-12.74539,~,~,~,~,~,B9n
27510,2,4.52,1RXS J045905.5-124559,04:59:05.501,~,-12:45:59.51,~,074.772921,-12.766531,~,~,~,~,~,~
27556,2,0.05,CCDM J09545-1257B,09:54:27.35687,-26.22,-12:55:20.2992,2.62,148.61398696,-12.92230533,3.23,~,~,8.80,8.65,A0V
27556,3,8.56,BD-12 3019B,09:54:27.9,~,-12:55:17,~,148.6162,-12.9214,~,~,~,~,10.3,~
27557,2,7.69,TYC 5483-208-1,09:54:27.357,-24.7,-12:55:20.30,4.4,148.613988,-12.922306,~,~,~,8.82,8.67,~
27557,3,7.69,CCDM J09545-1257B,09:54:27.35687,-26.22,-12:55:20.2992,2.62,148.61398696,-12.92230533,3.23,~,~,8.80,8.65,A0V
27559,2,0.2,** SHJ 91,08:11:16.3,~,-12:55:37,~,122.8179,-12.9269,~,~,~,~,~,~
27560,2,5.86,HD 123453A,14:08:04.098,115.2,-12:55:42.13,-110.0,212.017075,-12.928369,~,~,~,8.53,7.98,~
27560,3,5.88,HD 123453,14:08:04.09936,116.89,-12:55:42.1319,-110.14,212.01708066,-12.92836997,15.90,23.70,0.000079,8.49,7.95,G8/K0(V)+A/F
27561,2,0.04,HD 123453A,14:08:04.098,115.2,-12:55:42.13,-110.0,212.017075,-12.928369,~,~,~,8.53,7.98,~
27561,3,5.83,HD 123453B,14:08:03.704,117.4,-12:55:41.42,-111.5,212.015433,-12.928172,~,~,~,9.67,8.94,~
27567,2,0.62,** GAL 307,01:23:02.6,~,-12:57:58,~,020.7608,-12.9661,~,~,~,~,~,~
27567,3,3.51,PMSC 01180-1329,01:23:02.4,~,-12:57:58,~,020.7600,-12.9661,~,~,~,~,~,~
27572,2,0.05,HD 47366c,06:37:40.7935,~,-12:59:06.413,~,099.4199729,-12.9851147,~,~,~,~,~,~
27572,3,0.05,HR 2437,06:37:40.79354,10.32,-12:59:06.4138,-124.46,099.41997307,-12.98511494,12.50,8.84,0.000029,7.093,6.117,K1(III)
27576,2,0.14,BD-13 6464,23:48:25.69120,230.20,-12:59:14.8583,20.97,357.10704668,-12.98746063,35.46,-8.40,-0.000028,10.83,9.57,K5Vke
27576,3,0.89,BD-13 6464B,23:48:25.655,242.6,-12:59:15.40,17.6,357.106896,-12.987611,~,~,~,12.96,11.28,~
27577,2,0.14,BD-13 6464,23:48:25.69120,230.20,-12:59:14.8583,20.97,357.10704668,-12.98746063,35.46,-8.40,-0.000028,10.83,9.57,K5Vke
27577,3,0.83,BD-13 6464B,23:48:25.655,242.6,-12:59:15.40,17.6,357.106896,-12.987611,~,~,~,12.96,11.28,~
27578,2,0.88,BD-13 6464,23:48:25.69120,230.20,-12:59:14.8583,20.97,357.10704668,-12.98746063,35.46,-8.40,-0.000028,10.83,9.57,K5Vke
27578,3,1.03,BD-13 6464A,23:48:25.702,242.6,-12:59:14.81,17.6,357.107092,-12.987447,~,~,~,11.60,9.99,~
27586,2,0.04,BD-12 3676,12:41:15.95081,-120.63,-13:00:50.0334,9.26,190.31646169,-13.01389816,12.67,-10.53,-0.000035,5.69,5.27,F5IV
27586,3,0.73,** STF 1669,12:41:16.0,~,-13:00:50,~,190.3167,-13.0139,~,~,~,~,~,~
27586,4,5.36,HR 4822,12:41:16.223,-123.9,-13:00:53.58,14.1,190.317596,-13.014883,~,-11.1,-0.000037,6.28,5.822,F5V
27587,2,4.9,** STF 1669,12:41:16.0,~,-13:00:50,~,190.3167,-13.0139,~,~,~,~,~,~
27587,3,5.38,BD-12 3676,12:41:15.95081,-120.63,-13:00:50.0334,9.26,190.31646169,-13.01389816,12.67,-10.53,-0.000035,5.69,5.27,F5IV
27587,4,5.38,V* VV Crv,12:41:15.951,-115.9,-13:00:50.03,8.9,190.316462,-13.013897,~,-14.1,-0.000047,6.26,5.843,F4IVn
27595,2,0.31,** STF 576,04:37:59.75,~,-13:01:44.0,~,069.49896,-13.02889,~,~,~,~,~,~
27611,2,7.1,1RXS J113038.8-130308,11:30:38.801,~,-13:03:07.99,~,172.661671,-13.052219,~,~,~,~,~,~
27621,2,7.99,1RXS J012651.1-130327,01:26:51.101,~,-13:03:27.50,~,021.712921,-13.057639,~,~,~,~,~,~
27677,2,9.81,BD-13 5356s,19:26:28.0235,-3.40,-13:08:01.190,-23.10,291.6167646,-13.1336639,~,-70.24,-0.000234,11.47,10.35,G5
27681,2,3.69,BD-13 396,02:10:25.844,57.0,-13:07:56.95,-27.0,032.607683,-13.132486,~,~,~,~,9.4,~
27681,3,4.44,[MMS97] RX J0210.4-1308NE,02:10:25.90,~,-13:07:56.7,~,032.60792,-13.13242,~,~,~,~,10.5,~
27682,2,1.62,[MMS97] RX J0210.4-1308NE,02:10:25.90,~,-13:07:56.7,~,032.60792,-13.13242,~,~,~,~,10.5,~
27682,3,2.92,TYC 5283-1690-1,02:10:25.60,~,-13:07:56.0,~,032.60667,-13.13222,~,~,~,~,12.5,~
27693,2,3.77,BPM 78940,17:26:30.2,~,-13:09:20,~,261.6258,-13.1556,~,~,~,12.3,10.0,K5
27697,2,1.51,CCDM J00414-1310B,00:41:24.24,~,-13:10:21.2,~,010.35100,-13.17256,~,~,~,~,12.5,~
27706,2,5.13,CCDM J08034-1312A,08:03:23.89,~,-13:12:13.3,~,120.84954,-13.20369,~,~,~,~,~,~
27706,3,5.13,HD 66491,08:03:23.89032,-11.27,-13:12:13.3058,-14.76,120.84954299,-13.20369606,15.68,~,~,9.6,8.4,G8/K1III+(F/G)
27708,2,0.01,HD 66491,08:03:23.89032,-11.27,-13:12:13.3058,-14.76,120.84954299,-13.20369606,15.68,~,~,9.6,8.4,G8/K1III+(F/G)
27708,3,5.25,BD-12 2302B,08:03:23.706,-14.6,-13:12:08.79,-11.5,120.848775,-13.202442,~,~,~,9.98,9.28,~
27712,2,7.89,G 156-1,22:23:26.0,122,-13:13:12,-244,335.8583,-13.2200,~,~,~,13.4,~,G:
27715,2,0.18,BD-14 152A,00:52:07.81,~,-13:13:50.0,~,013.03254,-13.23056,~,~,~,10.4,9.5,K1V
27715,3,1.39,BD-14 152B,00:52:07.8,~,-13:13:51,~,013.0324,-13.2309,~,~,~,10.6,~,K3V
27735,2,0.79,** SKF 306,17:45:53.3,~,-13:18:22,~,266.4721,-13.3061,~,~,~,~,~,~
27739,2,6.23,1RXS J174145.3-131849,17:41:45.30,~,-13:18:49.5,~,265.43875,-13.31375,~,~,~,~,~,~
27741,2,0.1,CCDM J03067-1319A,03:06:41.78,~,-13:19:08.4,~,046.67408,-13.31900,~,~,~,~,~,~
27756,2,1.94,HD 108799A,12:30:04.782,-250.5,-13:23:35.39,-47.0,187.519925,-13.393164,~,~,~,7.10,6.49,~
27756,3,1.97,HD 108799,12:30:04.77431,-262.49,-13:23:35.4605,-53.77,187.51989294,-13.39318348,40.57,1.90,0.000006,6.91,6.35,G1/2V
27757,2,0.1,HD 108799,12:30:04.77431,-262.49,-13:23:35.4605,-53.77,187.51989294,-13.39318348,40.57,1.90,0.000006,6.91,6.35,G1/2V
27757,3,2.01,HD 108799B,12:30:04.723,-237.6,-13:23:33.57,-31.9,187.519679,-13.392658,~,~,~,10.89,9.58,~
27758,2,0.11,HD 108799A,12:30:04.782,-250.5,-13:23:35.39,-47.0,187.519925,-13.393164,~,~,~,7.10,6.49,~
27758,3,2.1,HD 108799B,12:30:04.723,-237.6,-13:23:33.57,-31.9,187.519679,-13.392658,~,~,~,10.89,9.58,~
27760,2,0.02,HD 148427b,16:28:28.1513,~,-13:23:58.704,~,247.1172971,-13.3996400,~,~,~,~,~,~
27766,2,8.58,LP 731-61,10:50:22.66,-220,-13:25:59.3,128,162.59442,-13.43314,~,~,~,~,15.27,~
27772,2,1.46,V* LQ Eri,03:56:37.4,~,-13:27:20,~,059.1558,-13.4556,~,~,~,~,11.75,~
27774,2,2.22,** STF 2998,23:19:06.51,265.64,-13:27:30.4,-44.87,349.77712,-13.45844,48.22,~,~,~,~,~
27790,2,0.07,LP 715-51 A,04:31:09.040,-161.8,-13:30:52.53,-207.0,067.787667,-13.514592,~,~,~,~,11.92,~
27790,3,0.13,LP 715-51 B,04:31:09.043,-161.8,-13:30:52.72,-207.0,067.787679,-13.514644,~,~,~,~,13.12,~
27809,2,5.23,1RXS J063115.5-133611,06:31:15.499,~,-13:36:11.02,~,097.814579,-13.603061,~,~,~,~,~,~
27819,2,0.18,** SIN 91,16:24:19.80,~,-13:38:29.9,~,246.08250,-13.64164,~,~,~,~,~,~
27820,2,8.72,1RXS J214528.8-133823,21:45:28.800,~,-13:38:22.99,~,326.370000,-13.639719,~,~,~,~,~,~
27822,2,0.76,** STF 560,04:31:25.8,~,-13:38:39,~,067.8575,-13.6442,~,~,~,~,~,~
27832,2,0.83,1RXS J053214.8-134102,05:32:14.255,~,-13:41:08.23,~,083.059396,-13.685619,~,~,~,10.21,9.663,F5
27835,2,1.2,BD-14 6545,23:46:59.363,-48.1,-13:42:13.78,-188.0,356.747346,-13.703828,~,~,~,~,10.0,~
27836,2,0.09,HD 186984A,19:48:03.026,27.5,-13:42:13.01,-23.8,297.012608,-13.703614,~,~,~,6.285,6.083,~
27836,3,4.04,HD 186984B,19:48:02.979,~,-13:42:17.00,~,297.012412,-13.704722,~,~,~,~,~,~
27848,2,6.87,2MASS J10383776-1345411,10:38:37.763,~,-13:45:41.14,~,159.657346,-13.761428,~,~,~,~,~,~
27849,2,1.71,HD 19467B,03:07:18.48,~,-13:45:43.3,~,046.82700,-13.76203,~,~,~,~,~,T5.5+1
27854,2,0.05,HD 91669,10:34:54.42714,117.77,-13:47:16.6184,-175.63,158.72677974,-13.78794956,11.58,~,~,10.62,9.70,K0/1III
27856,2,0.48,** LDS 204,08:10:39.8,~,-13:47:57,~,122.6658,-13.7992,~,~,~,~,~,~
27863,2,9.09,1RXS J103631.4-135034,10:36:31.402,~,-13:50:34.01,~,159.130842,-13.842781,~,~,~,~,~,~
27870,2,0.16,1RXS J220626.2-135214,22:06:26.230,~,-13:52:10.64,~,331.609292,-13.869622,~,~,~,4.2,~,~
27877,2,0.13,* 9 Pup A,07:51:46.308,-60.0,-13:53:52.84,-338.9,117.942950,-13.898011,~,~,~,6.22,5.61,~
